x,y,u,v,p
0,0,0,0,5.82E-09
0.001,0,0,0,3.74E-06
0.002,0,0,0,5.06E-06
0.003,0,0,0,-9.20E-06
0.004,0,0,0,-4.22E-05
0.005,0,0,0,-9.29E-05
0.006,0,0,0,-0.00015924
0.007,0,0,0,-0.00023899
0.008,0,0,0,-0.00032999
0.009,0,0,0,-0.00043032
0.01,0,0,0,-0.00053839
0.011,0,0,0,-0.0006529
0.012,0,0,0,-0.00077282
0.013,0,0,0,-0.00089738
0.014,0,0,0,-0.001026
0.015,0,0,0,-0.0011581
0.016,0,0,0,-0.0012935
0.017,0,0,0,-0.0014316
0.018,0,0,0,-0.0015723
0.019,0,0,0,-0.0017151
0.02,0,0,0,-0.0018597
0.021,0,0,0,-0.0020055
0.022,0,0,0,-0.0021521
0.023,0,0,0,-0.0022988
0.024,0,0,0,-0.0024448
0.025,0,0,0,-0.0025894
0.026,0,0,0,-0.0027317
0.027,0,0,0,-0.0028706
0.028,0,0,0,-0.003005
0.029,0,0,0,-0.0031337
0.03,0,0,0,-0.0032556
0.031,0,0,0,-0.0033692
0.032,0,0,0,-0.0034733
0.033,0,0,0,-0.0035666
0.034,0,0,0,-0.0036475
0.035,0,0,0,-0.0037149
0.036,0,0,0,-0.0037673
0.037,0,0,0,-0.0038036
0.038,0,0,0,-0.0038226
0.039,0,0,0,-0.0038233
0.04,0,0,0,-0.0038049
0.041,0,0,0,-0.0037667
0.042,0,0,0,-0.0037082
0.043,0,0,0,-0.0036294
0.044,0,0,0,-0.0035303
0.045,0,0,0,-0.0034112
0.046,0,0,0,-0.003273
0.047,0,0,0,-0.0031166
0.048,0,0,0,-0.0029435
0.049,0,0,0,-0.0027556
0.05,0,0,0,-0.0025548
0.051,0,0,0,-0.0023436
0.052,0,0,0,-0.0021248
0.053,0,0,0,-0.0019015
0.054,0,0,0,-0.0016769
0.055,0,0,0,-0.0014546
0.056,0,0,0,-0.0012381
0.057,0,0,0,-0.0010313
0.058,0,0,0,-0.00083774
0.059,0,0,0,-0.00066114
0.06,0,0,0,-0.000505
0.061,0,0,0,-0.00037258
0.062,0,0,0,-0.00026688
0.063,0,0,0,-0.0001905
0.064,0,0,0,-0.00014561
0.065,0,0,0,-0.00013389
0.066,0,0,0,-0.00015648
0.067,0,0,0,-0.00021394
0.068,0,0,0,-0.00030626
0.069,0,0,0,-0.00043281
0.07,0,0,0,-0.00059238
0.071,0,0,0,-0.0007832
0.072,0,0,0,-0.001003
0.073,0,0,0,-0.001249
0.074,0,0,0,-0.0015181
0.075,0,0,0,-0.0018068
0.076,0,0,0,-0.0021114
0.077,0,0,0,-0.002428
0.078,0,0,0,-0.0027526
0.079,0,0,0,-0.0030813
0.08,0,0,0,-0.0034102
0.081,0,0,0,-0.0037355
0.082,0,0,0,-0.0040536
0.083,0,0,0,-0.0043613
0.084,0,0,0,-0.0046555
0.085,0,0,0,-0.0049334
0.086,0,0,0,-0.0051925
0.087,0,0,0,-0.0054306
0.088,0,0,0,-0.0056458
0.089,0,0,0,-0.0058365
0.09,0,0,0,-0.0060012
0.091,0,0,0,-0.0061387
0.092,0,0,0,-0.0062483
0.093,0,0,0,-0.0063292
0.094,0,0,0,-0.0063817
