x,y,u,v,p
0,0,0,0,2.27E-08
0.001,0,0,0,4.94E-06
0.002,0,0,0,9.78E-06
0.003,0,0,0,9.79E-07
0.004,0,0,0,-2.55E-05
0.005,0,0,0,-6.96E-05
0.006,0,0,0,-0.00012987
0.007,0,0,0,-0.0002046
0.008,0,0,0,-0.00029193
0.009,0,0,0,-0.00039018
0.01,0,0,0,-0.00049787
0.011,0,0,0,-0.0006138
0.012,0,0,0,-0.00073702
0.013,0,0,0,-0.00086679
0.014,0,0,0,-0.0010025
0.015,0,0,0,-0.0011438
0.016,0,0,0,-0.0012903
0.017,0,0,0,-0.0014417
0.018,0,0,0,-0.0015977
0.019,0,0,0,-0.001758
0.02,0,0,0,-0.0019223
0.021,0,0,0,-0.00209
0.022,0,0,0,-0.0022606
0.023,0,0,0,-0.0024336
0.024,0,0,0,-0.0026082
0.025,0,0,0,-0.0027834
0.026,0,0,0,-0.0029583
0.027,0,0,0,-0.0031318
0.028,0,0,0,-0.0033025
0.029,0,0,0,-0.003469
0.03,0,0,0,-0.0036299
0.031,0,0,0,-0.0037835
0.032,0,0,0,-0.0039282
0.033,0,0,0,-0.0040621
0.034,0,0,0,-0.0041834
0.035,0,0,0,-0.0042903
0.036,0,0,0,-0.0043809
0.037,0,0,0,-0.0044535
0.038,0,0,0,-0.0045064
0.039,0,0,0,-0.004538
0.04,0,0,0,-0.0045469
0.041,0,0,0,-0.004532
0.042,0,0,0,-0.0044922
0.043,0,0,0,-0.0044271
0.044,0,0,0,-0.0043363
0.045,0,0,0,-0.0042199
0.046,0,0,0,-0.0040786
0.047,0,0,0,-0.0039134
0.048,0,0,0,-0.0037257
0.049,0,0,0,-0.0035176
0.05,0,0,0,-0.0032915
0.051,0,0,0,-0.0030502
0.052,0,0,0,-0.0027973
0.053,0,0,0,-0.0025365
0.054,0,0,0,-0.0022721
0.055,0,0,0,-0.0020084
0.056,0,0,0,-0.0017502
0.057,0,0,0,-0.0015023
0.058,0,0,0,-0.0012694
0.059,0,0,0,-0.0010563
0.06,0,0,0,-0.00086757
0.061,0,0,0,-0.00070749
0.062,0,0,0,-0.00057986
0.063,0,0,0,-0.00048802
0.064,0,0,0,-0.00043467
0.065,0,0,0,-0.00042183
0.066,0,0,0,-0.00045078
0.067,0,0,0,-0.000522
0.068,0,0,0,-0.00063517
0.069,0,0,0,-0.00078917
0.07,0,0,0,-0.00098209
0.071,0,0,0,-0.0012113
0.072,0,0,0,-0.0014735
0.073,0,0,0,-0.0017649
0.074,0,0,0,-0.0020812
0.075,0,0,0,-0.0024178
0.076,0,0,0,-0.0027698
0.077,0,0,0,-0.0031322
0.078,0,0,0,-0.0035002
0.079,0,0,0,-0.0038689
0.08,0,0,0,-0.0042339
0.081,0,0,0,-0.0045909
0.082,0,0,0,-0.0049361
