x,y,u,v,p
0,0,0,0,3.60E-10
0.001,0,0,0,1.21E-07
0.002,0,0,0,-1.53E-05
0.003,0,0,0,-6.59E-05
0.004,0,0,0,-0.00015268
0.005,0,0,0,-0.00026935
0.006,0,0,0,-0.00040918
0.007,0,0,0,-0.00056587
0.008,0,0,0,-0.00073371
0.009,0,0,0,-0.00090773
0.01,0,0,0,-0.0010837
0.011,0,0,0,-0.0012579
0.012,0,0,0,-0.0014275
0.013,0,0,0,-0.0015899
0.014,0,0,0,-0.0017432
0.015,0,0,0,-0.0018856
0.016,0,0,0,-0.0020159
0.017,0,0,0,-0.0021329
0.018,0,0,0,-0.002236
0.019,0,0,0,-0.0023244
0.02,0,0,0,-0.0023977
0.021,0,0,0,-0.0024554
0.022,0,0,0,-0.0024973
0.023,0,0,0,-0.0025231
0.024,0,0,0,-0.0025328
0.025,0,0,0,-0.0025262
0.026,0,0,0,-0.0025032
0.027,0,0,0,-0.0024637
0.028,0,0,0,-0.0024079
0.029,0,0,0,-0.0023356
0.03,0,0,0,-0.0022468
0.031,0,0,0,-0.0021416
0.032,0,0,0,-0.00202
0.033,0,0,0,-0.0018822
0.034,0,0,0,-0.0017282
0.035,0,0,0,-0.0015582
0.036,0,0,0,-0.0013723
0.037,0,0,0,-0.0011709
0.038,0,0,0,-0.00095427
0.039,0,0,0,-0.00072273
0.04,0,0,0,-0.00047678
0.041,0,0,0,-0.00021693
0.042,0,0,0,5.62E-05
0.043,0,0,0,0.00034186
0.044,0,0,0,0.00063929
0.045,0,0,0,0.00094757
0.046,0,0,0,0.0012657
0.047,0,0,0,0.0015925
0.048,0,0,0,0.0019269
0.049,0,0,0,0.0022674
0.05,0,0,0,0.0026128
0.051,0,0,0,0.0029614
0.052,0,0,0,0.0033117
0.053,0,0,0,0.003662
0.054,0,0,0,0.0040105
0.055,0,0,0,0.0043555
0.056,0,0,0,0.0046951
0.057,0,0,0,0.0050275
0.058,0,0,0,0.0053507
0.059,0,0,0,0.0056628
0.06,0,0,0,0.005962
0.061,0,0,0,0.0062464
0.062,0,0,0,0.0065143
0.063,0,0,0,0.006764
0.064,0,0,0,0.0069938
0.065,0,0,0,0.0072023
0.066,0,0,0,0.0073881
0.067,0,0,0,0.00755
0.068,0,0,0,0.007687
0.069,0,0,0,0.0077983
0.07,0,0,0,0.0078832
0.071,0,0,0,0.0079413
0.072,0,0,0,0.0079725
0.073,0,0,0,0.0079767
0.074,0,0,0,0.0079544
0.075,0,0,0,0.007906
0.076,0,0,0,0.0078324
0.077,0,0,0,0.0077345
0.078,0,0,0,0.0076138
0.079,0,0,0,0.0074716
0.08,0,0,0,0.00731
0.081,0,0,0,0.0071307
0.082,0,0,0,0.0069362
0.083,0,0,0,0.0067288
0.084,0,0,0,0.0065112
0.085,0,0,0,0.0062863
0.086,0,0,0,0.006057
0.087,0,0,0,0.0058267
0.088,0,0,0,0.0055986
0.089,0,0,0,0.0053763
0.09,0,0,0,0.0051635
0.091,0,0,0,0.0049639
0.092,0,0,0,0.0047815
0.093,0,0,0,0.00462
0.094,0,0,0,0.0044834
0.095,0,0,0,0.0043752
0.096,0,0,0,0.0042983
0.097,0,0,0,0.0042543
0.098,0,0,0,0.0042423
0.099,0,0,0,0.0042533
0.1,0,0,0,0.0042627
0,0.001,0,0,-1.45E-07
0.001,0.001,1.58E-05,-1.58E-05,-2.48E-08
0.002,0.001,4.01E-05,-2.07E-05,-1.47E-05
0.003,0.001,6.32E-05,-1.76E-05,-6.29E-05
0.004,0.001,7.62E-05,-9.58E-06,-0.0001452
0.005,0.001,7.30E-05,1.27E-06,-0.00025568
0.006,0.001,5.04E-05,1.35E-05,-0.00038812
0.007,0.001,6.86E-06,2.62E-05,-0.00053673
0.008,0.001,-5.79E-05,3.88E-05,-0.00069624
0.009,0.001,-0.00014355,5.10E-05,-0.00086194
0.01,0.001,-0.00024926,6.25E-05,-0.0010298
0.011,0.001,-0.00037388,7.31E-05,-0.0011964
0.012,0.001,-0.00051606,8.29E-05,-0.0013587
0.013,0.001,-0.00067437,9.17E-05,-0.0015145
0.014,0.001,-0.00084732,9.97E-05,-0.0016616
0.015,0.001,-0.0010334,0.00010681,-0.0017986
0.016,0.001,-0.0012312,0.00011306,-0.001924
0.017,0.001,-0.0014393,0.0001185,-0.0020367
0.018,0.001,-0.0016563,0.00012317,-0.0021361
0.019,0.001,-0.001881,0.00012713,-0.0022213
0.02,0.001,-0.0021121,0.0001304,-0.0022919
0.021,0.001,-0.0023485,0.00013304,-0.0023474
0.022,0.001,-0.002589,0.00013507,-0.0023876
0.023,0.001,-0.0028326,0.00013654,-0.0024123
0.024,0.001,-0.0030783,0.00013747,-0.0024212
0.025,0.001,-0.0033252,0.00013788,-0.0024143
0.026,0.001,-0.0035723,0.00013779,-0.0023914
0.027,0.001,-0.0038188,0.00013723,-0.0023525
0.028,0.001,-0.0040638,0.00013621,-0.0022975
0.029,0.001,-0.0043065,0.00013473,-0.0022265
0.03,0.001,-0.0045461,0.0001328,-0.0021394
0.031,0.001,-0.0047816,0.00013042,-0.0020362
0.032,0.001,-0.0050124,0.0001276,-0.0019171
0.033,0.001,-0.0052377,0.00012433,-0.0017821
0.034,0.001,-0.0054565,0.00012061,-0.0016312
0.035,0.001,-0.0056681,0.00011644,-0.0014647
0.036,0.001,-0.0058718,0.00011182,-0.0012828
0.037,0.001,-0.0060665,0.00010673,-0.0010857
0.038,0.001,-0.0062517,0.00010119,-0.00087369
0.039,0.001,-0.0064264,9.52E-05,-0.00064717
0.04,0.001,-0.0065898,8.87E-05,-0.00040659
0.041,0.001,-0.0067411,8.18E-05,-0.00015246
0.042,0.001,-0.0068795,7.45E-05,0.00011459
0.043,0.001,-0.0070043,6.67E-05,0.00039387
0.044,0.001,-0.0071147,5.84E-05,0.00068459
0.045,0.001,-0.00721,4.98E-05,0.00098585
0.046,0.001,-0.0072895,4.08E-05,0.0012967
0.047,0.001,-0.0073525,3.14E-05,0.001616
0.048,0.001,-0.0073985,2.17E-05,0.0019425
0.049,0.001,-0.007427,1.17E-05,0.0022751
0.05,0.001,-0.0074374,1.49E-06,0.0026123
0.051,0.001,-0.0074294,-8.96E-06,0.0029526
0.052,0.001,-0.0074028,-1.96E-05,0.0032945
0.053,0.001,-0.0073572,-3.03E-05,0.0036363
0.054,0.001,-0.0072926,-4.10E-05,0.0039764
0.055,0.001,-0.0072089,-5.18E-05,0.004313
0.056,0.001,-0.0071064,-6.24E-05,0.0046443
0.057,0.001,-0.0069851,-7.29E-05,0.0049685
0.058,0.001,-0.0068455,-8.32E-05,0.0052837
0.059,0.001,-0.0066879,-9.33E-05,0.0055881
0.06,0.001,-0.0065131,-0.0001029,0.0058798
0.061,0.001,-0.0063216,-0.00011211,0.0061571
0.062,0.001,-0.0061143,-0.00012081,0.0064183
0.063,0.001,-0.0058923,-0.00012894,0.0066617
0.064,0.001,-0.0056565,-0.00013641,0.0068858
0.065,0.001,-0.0054082,-0.00014317,0.0070891
0.066,0.001,-0.0051487,-0.00014915,0.0072703
0.067,0.001,-0.0048795,-0.00015429,0.0074282
0.068,0.001,-0.0046019,-0.00015854,0.007562
0.069,0.001,-0.0043177,-0.00016185,0.0076707
0.07,0.001,-0.0040284,-0.00016419,0.0077538
0.071,0.001,-0.003736,-0.00016551,0.0078108
0.072,0.001,-0.003442,-0.00016579,0.0078417
0.073,0.001,-0.0031484,-0.00016502,0.0078465
0.074,0.001,-0.0028569,-0.00016319,0.0078255
0.075,0.001,-0.0025696,-0.0001603,0.0077792
0.076,0.001,-0.002288,-0.00015636,0.0077085
0.077,0.001,-0.0020142,-0.00015138,0.0076143
0.078,0.001,-0.0017498,-0.00014541,0.0074979
0.079,0.001,-0.0014966,-0.00013848,0.0073609
0.08,0.001,-0.0012561,-0.00013064,0.007205
0.081,0.001,-0.0010299,-0.00012194,0.0070322
0.082,0.001,-0.00081944,-0.00011245,0.0068446
0.083,0.001,-0.00062598,-0.00010226,0.0066447
0.084,0.001,-0.00045067,-9.14E-05,0.0064351
0.085,0.001,-0.0002945,-8.01E-05,0.0062184
0.086,0.001,-0.00015824,-6.83E-05,0.0059977
0.087,0.001,-4.25E-05,-5.63E-05,0.0057761
0.088,0.001,5.24E-05,-4.41E-05,0.0055568
0.089,0.001,0.00012626,-3.19E-05,0.0053433
0.09,0.001,0.0001794,-1.98E-05,0.0051389
0.091,0.001,0.00021233,-8.24E-06,0.0049474
0.092,0.001,0.00022603,2.68E-06,0.0047724
0.093,0.001,0.000222,1.26E-05,0.0046176
0.094,0.001,0.00020236,2.09E-05,0.0044865
0.095,0.001,0.00017003,2.72E-05,0.0043824
0.096,0.001,0.00012893,3.06E-05,0.0043079
0.097,0.001,8.43E-05,3.01E-05,0.0042645
0.098,0.001,4.32E-05,2.44E-05,0.004252
0.099,0.001,1.35E-05,1.35E-05,0.0042627
0.1,0.001,0,0,0.004272
0,0.002,0,0,1.53E-05
0.001,0.002,2.08E-05,-4.02E-05,1.47E-05
0.002,0.002,4.99E-05,-4.97E-05,-1.08E-07
0.003,0.002,7.15E-05,-3.70E-05,-4.48E-05
0.004,0.002,7.29E-05,-9.91E-06,-0.0001195
0.005,0.002,4.48E-05,2.59E-05,-0.00021882
0.006,0.002,-1.80E-05,6.64E-05,-0.00033756
0.007,0.002,-0.00011812,0.00010879,-0.00047093
0.008,0.002,-0.00025659,0.00015117,-0.00061444
0.009,0.002,-0.00043299,0.00019234,-0.00076402
0.01,0.002,-0.00064607,0.00023151,-0.00091607
0.011,0.002,-0.00089396,0.00026817,-0.0010675
0.012,0.002,-0.0011744,0.00030203,-0.0012155
0.013,0.002,-0.001485,0.00033295,-0.001358
0.014,0.002,-0.001823,0.0003609,-0.0014929
0.015,0.002,-0.0021858,0.00038589,-0.0016188
0.016,0.002,-0.0025708,0.000408,-0.0017342
0.017,0.002,-0.0029753,0.00042732,-0.0018382
0.018,0.002,-0.0033969,0.00044399,-0.0019299
0.019,0.002,-0.0038331,0.00045813,-0.0020086
0.02,0.002,-0.0042816,0.00046987,-0.0020738
0.021,0.002,-0.0047403,0.00047932,-0.0021249
0.022,0.002,-0.0052069,0.00048662,-0.0021617
0.023,0.002,-0.0056794,0.00049187,-0.0021839
0.024,0.002,-0.006156,0.00049517,-0.0021913
0.025,0.002,-0.0066348,0.00049659,-0.0021838
0.026,0.002,-0.0071139,0.00049621,-0.0021611
0.027,0.002,-0.0075918,0.00049408,-0.0021233
0.028,0.002,-0.0080665,0.00049025,-0.0020703
0.029,0.002,-0.0085367,0.00048475,-0.002002
0.03,0.002,-0.0090005,0.00047761,-0.0019184
0.031,0.002,-0.0094565,0.00046883,-0.0018196
0.032,0.002,-0.009903,0.00045843,-0.0017056
0.033,0.002,-0.010338,0.0004464,-0.0015764
0.034,0.002,-0.010761,0.00043274,-0.0014322
0.035,0.002,-0.01117,0.00041745,-0.0012731
0.036,0.002,-0.011563,0.00040052,-0.0010994
0.037,0.002,-0.011938,0.00038195,-0.00091122
0.038,0.002,-0.012294,0.00036173,-0.0007089
0.039,0.002,-0.01263,0.00033988,-0.00049281
0.04,0.002,-0.012944,0.0003164,-0.00026338
0.041,0.002,-0.013234,0.00029132,-2.11E-05
0.042,0.002,-0.0135,0.00026466,0.00023337
0.043,0.002,-0.013738,0.00023647,0.00049943
0.044,0.002,-0.013949,0.0002068,0.00077629
0.045,0.002,-0.01413,0.00017572,0.0010631
0.046,0.002,-0.014281,0.0001433,0.0013589
0.047,0.002,-0.014399,0.00010966,0.0016627
0.048,0.002,-0.014485,7.49E-05,0.0019733
0.049,0.002,-0.014538,3.91E-05,0.0022895
0.05,0.002,-0.014555,2.53E-06,0.0026099
0.051,0.002,-0.014537,-3.48E-05,0.0029333
0.052,0.002,-0.014483,-7.26E-05,0.0032581
0.053,0.002,-0.014393,-0.00011071,0.0035827
0.054,0.002,-0.014267,-0.00014896,0.0039056
0.055,0.002,-0.014104,-0.00018711,0.0042251
0.056,0.002,-0.013905,-0.00022495,0.0045395
0.057,0.002,-0.01367,-0.00026222,0.004847
0.058,0.002,-0.0134,-0.00029869,0.0051459
0.059,0.002,-0.013096,-0.0003341,0.0054346
0.06,0.002,-0.012759,-0.00036821,0.0057112
0.061,0.002,-0.012391,-0.00040076,0.0059742
0.062,0.002,-0.011992,-0.0004315,0.0062218
0.063,0.002,-0.011566,-0.00046018,0.0064525
0.064,0.002,-0.011113,-0.00048656,0.006665
0.065,0.002,-0.010637,-0.00051042,0.0068578
0.066,0.002,-0.010139,-0.00053152,0.0070297
0.067,0.002,-0.0096223,-0.00054968,0.0071797
0.068,0.002,-0.0090901,-0.00056471,0.0073068
0.069,0.002,-0.0085453,-0.00057644,0.0074103
0.07,0.002,-0.0079908,-0.00058475,0.0074896
0.071,0.002,-0.00743,-0.00058951,0.0075445
0.072,0.002,-0.0068663,-0.00059064,0.0075748
0.073,0.002,-0.006303,-0.00058809,0.0075806
0.074,0.002,-0.0057437,-0.00058183,0.0075621
0.075,0.002,-0.0051919,-0.00057186,0.00752
0.076,0.002,-0.0046509,-0.00055824,0.007455
0.077,0.002,-0.0041241,-0.00054102,0.007368
0.078,0.002,-0.0036149,-0.00052032,0.0072604
0.079,0.002,-0.0031265,-0.00049628,0.0071335
0.08,0.002,-0.0026618,-0.00046906,0.0069892
0.081,0.002,-0.0022238,-0.00043888,0.0068291
0.082,0.002,-0.001815,-0.00040598,0.0066554
0.083,0.002,-0.0014379,-0.00037064,0.0064704
0.084,0.002,-0.0010946,-0.00033316,0.0062765
0.085,0.002,-0.00078696,-0.00029389,0.0060763
0.086,0.002,-0.00051631,-0.00025324,0.0058726
0.087,0.002,-0.00028375,-0.00021163,0.0056682
0.088,0.002,-8.99E-05,-0.00016956,0.0054663
0.089,0.002,6.52E-05,-0.0001276,0.0052698
0.09,0.002,0.00018191,-8.64E-05,0.0050821
0.091,0.002,0.00026144,-4.68E-05,0.0049064
0.092,0.002,0.00030565,-9.60E-06,0.0047459
0.093,0.002,0.00031733,2.39E-05,0.0046039
0.094,0.002,0.00030034,5.24E-05,0.0044834
0.095,0.002,0.00025983,7.40E-05,0.0043871
0.096,0.002,0.0002024,8.65E-05,0.0043172
0.097,0.002,0.00013652,8.72E-05,0.0042753
0.098,0.002,7.32E-05,7.32E-05,0.0042624
0.099,0.002,2.44E-05,4.32E-05,0.0042732
0.1,0.002,0,0,0.0042831
0,0.003,0,0,6.61E-05
0.001,0.003,1.79E-05,-6.34E-05,6.30E-05
0.002,0.003,3.75E-05,-7.14E-05,4.44E-05
0.003,0.003,4.03E-05,-3.99E-05,-5.12E-07
0.004,0.003,1.21E-05,1.79E-05,-7.14E-05
0.005,0.003,-5.75E-05,9.21E-05,-0.00016339
0.006,0.003,-0.00017479,0.00017545,-0.00027219
0.007,0.003,-0.00034309,0.00026287,-0.00039382
0.008,0.003,-0.00056373,0.00035072,-0.00052449
0.009,0.003,-0.00083639,0.00043651,-0.00066071
0.01,0.003,-0.0011596,0.00051854,-0.00079932
0.011,0.003,-0.001531,0.00059572,-0.00093754
0.012,0.003,-0.0019477,0.00066735,-0.001073
0.013,0.003,-0.0024065,0.00073304,-0.0012035
0.014,0.003,-0.0029039,0.00079263,-0.0013273
0.015,0.003,-0.0034363,0.00084611,-0.001443
0.016,0.003,-0.004,0.00089358,-0.0015493
0.017,0.003,-0.0045915,0.00093519,-0.0016451
0.018,0.003,-0.0052073,0.00097117,-0.0017296
0.019,0.003,-0.005844,0.0010017,-0.0018021
0.02,0.003,-0.0064983,0.0010271,-0.0018621
0.021,0.003,-0.007167,0.0010476,-0.001909
0.022,0.003,-0.0078471,0.0010635,-0.0019426
0.023,0.003,-0.0085357,0.0010748,-0.0019625
0.024,0.003,-0.00923,0.0010818,-0.0019685
0.025,0.003,-0.0099273,0.0010848,-0.0019604
0.026,0.003,-0.010625,0.0010838,-0.0019381
0.027,0.003,-0.011321,0.0010789,-0.0019015
0.028,0.003,-0.012011,0.0010703,-0.0018505
0.029,0.003,-0.012695,0.0010579,-0.001785
0.03,0.003,-0.01337,0.001042,-0.0017051
0.031,0.003,-0.014032,0.0010224,-0.0016107
0.032,0.003,-0.014681,0.00099931,-0.0015018
0.033,0.003,-0.015313,0.00097261,-0.0013786
0.034,0.003,-0.015926,0.00094234,-0.0012412
0.035,0.003,-0.016519,0.00090849,-0.0010896
0.036,0.003,-0.017088,0.00087106,-0.00092402
0.037,0.003,-0.017631,0.00083006,-0.00074477
0.038,0.003,-0.018146,0.0007855,-0.00055209
0.039,0.003,-0.018632,0.00073739,-0.00034634
0.04,0.003,-0.019084,0.00068578,-0.00012794
0.041,0.003,-0.019503,0.00063071,0.00010263
0.042,0.003,-0.019884,0.00057226,0.0003448
0.043,0.003,-0.020227,0.00051053,0.00059793
0.044,0.003,-0.020529,0.00044565,0.00086129
0.045,0.003,-0.020788,0.00037777,0.0011341
0.046,0.003,-0.021003,0.00030708,0.0014154
0.047,0.003,-0.021172,0.00023378,0.0017042
0.048,0.003,-0.021293,0.00015813,0.0019994
0.049,0.003,-0.021364,8.04E-05,0.0022999
0.05,0.003,-0.021386,9.43E-07,0.0026045
0.051,0.003,-0.021357,-7.99E-05,0.0029117
0.052,0.003,-0.021276,-0.00016185,0.0032202
0.053,0.003,-0.021143,-0.00024439,0.0035285
0.054,0.003,-0.020957,-0.00032711,0.0038352
0.055,0.003,-0.020719,-0.00040955,0.0041385
0.056,0.003,-0.02043,-0.00049123,0.004437
0.057,0.003,-0.020089,-0.00057164,0.004729
0.058,0.003,-0.019697,-0.00065027,0.0050128
0.059,0.003,-0.019257,-0.00072658,0.0052867
0.06,0.003,-0.01877,-0.00080004,0.0055493
0.061,0.003,-0.018237,-0.00087011,0.0057988
0.062,0.003,-0.017662,-0.00093625,0.0060339
0.063,0.003,-0.017046,-0.00099795,0.0062529
