x,y,u,v,p
0,0,0,0,5.73E-11
0.001,0,0,0,9.37E-07
0.002,0,0,0,-2.51E-05
0.003,0,0,0,-0.00011443
0.004,0,0,0,-0.00026991
0.005,0,0,0,-0.00048073
0.006,0,0,0,-0.00073498
0.007,0,0,0,-0.0010214
0.008,0,0,0,-0.0013296
0.009,0,0,0,-0.0016503
0.01,0,0,0,-0.0019756
0.011,0,0,0,-0.0022984
0.012,0,0,0,-0.0026127
0.013,0,0,0,-0.0029136
0.014,0,0,0,-0.0031968
0.015,0,0,0,-0.0034587
0.016,0,0,0,-0.0036962
0.017,0,0,0,-0.0039069
0.018,0,0,0,-0.0040888
0.019,0,0,0,-0.0042402
0.02,0,0,0,-0.0043599
0.021,0,0,0,-0.0044468
0.022,0,0,0,-0.0045002
0.023,0,0,0,-0.0045195
0.024,0,0,0,-0.0045045
0.025,0,0,0,-0.0044548
0.026,0,0,0,-0.0043707
0.027,0,0,0,-0.004252
0.028,0,0,0,-0.0040991
0.029,0,0,0,-0.0039122
0.03,0,0,0,-0.0036919
0.031,0,0,0,-0.0034386
0.032,0,0,0,-0.0031529
0.033,0,0,0,-0.0028355
0.034,0,0,0,-0.0024872
0.035,0,0,0,-0.0021088
0.036,0,0,0,-0.0017013
0.037,0,0,0,-0.0012656
0.038,0,0,0,-0.00080296
0.039,0,0,0,-0.00031448
0.04,0,0,0,0.00019853
0.041,0,0,0,0.00073468
0.042,0,0,0,0.0012925
0.043,0,0,0,0.0018704
0.044,0,0,0,0.0024666
0.045,0,0,0,0.0030795
0.046,0,0,0,0.0037071
0.047,0,0,0,0.0043473
0.048,0,0,0,0.0049982
0.049,0,0,0,0.0056574
0.05,0,0,0,0.0063228
0.051,0,0,0,0.006992
0.052,0,0,0,0.0076624
0.053,0,0,0,0.0083316
0.054,0,0,0,0.0089969
0.055,0,0,0,0.0096557
0.056,0,0,0,0.010305
0.057,0,0,0,0.010943
0.058,0,0,0,0.011566
0.059,0,0,0,0.012172
0.06,0,0,0,0.012758
0.061,0,0,0,0.013321
0.062,0,0,0,0.013859
0.063,0,0,0,0.014369
0.064,0,0,0,0.014849
0.065,0,0,0,0.015297
0.066,0,0,0,0.01571
0.067,0,0,0,0.016086
0.068,0,0,0,0.016424
0.069,0,0,0,0.016723
0.07,0,0,0,0.01698
0.071,0,0,0,0.017194
0.072,0,0,0,0.017366
0.073,0,0,0,0.017494
0.074,0,0,0,0.017577
0.075,0,0,0,0.017617
0.076,0,0,0,0.017614
0.077,0,0,0,0.017567
0.078,0,0,0,0.017479
0.079,0,0,0,0.017351
0.08,0,0,0,0.017184
0.081,0,0,0,0.016981
0.082,0,0,0,0.016745
0.083,0,0,0,0.016478
0.084,0,0,0,0.016184
0.085,0,0,0,0.015867
0.086,0,0,0,0.01553
0.087,0,0,0,0.01518
0.088,0,0,0,0.01482
0.089,0,0,0,0.014457
0.09,0,0,0,0.014098
0.091,0,0,0,0.013748
0.092,0,0,0,0.013415
0.093,0,0,0,0.013108
0.094,0,0,0,0.012834
0.095,0,0,0,0.012603
0.096,0,0,0,0.012422
0.097,0,0,0,0.012301
