x,y,u,v,p
-2,0.5,0.5,0,1.6005
-1.9308,0.5,0,0,1.1191
-1.8627,0.5,0,0,0.71532
-1.7959,0.5,0,0,0.74329
-1.7303,0.5,0,0,0.68418
-1.6658,0.5,0,0,0.65494
-1.6024,0.5,0,0,0.61999
-1.5402,0.5,0,0,0.58956
-1.479,0.5,0,0,0.55994
-1.419,0.5,0,0,0.53205
-1.3599,0.5,0,0,0.50538
-1.302,0.5,0,0,0.47992
-1.245,0.5,0,0,0.45554
-1.1891,0.5,0,0,0.43215
-1.1341,0.5,0,0,0.40967
-1.0801,0.5,0,0,0.38801
-1.0271,0.5,0,0,0.36711
-0.97499,0.5,0,0,0.34689
-0.9238,0.5,0,0,0.3273
-0.87352,0.5,0,0,0.30829
-0.82412,0.5,0,0,0.28981
-0.77559,0.5,0,0,0.2718
-0.72791,0.5,0,0,0.25422
-0.68108,0.5,0,0,0.23703
-0.63507,0.5,0,0,0.22018
-0.58987,0.5,0,0,0.20363
-0.54547,0.5,0,0,0.18734
-0.50184,0.5,0,0,0.17125
-0.45899,0.5,0,0,0.15531
-0.41689,0.5,0,0,0.13948
-0.37554,0.5,0,0,0.12369
-0.33491,0.5,0,0,0.10787
-0.295,0.5,0,0,0.091935
-0.25579,0.5,0,0,0.07579
-0.21727,0.5,0,0,0.059325
-0.17943,0.5,0,0,0.042341
-0.14226,0.5,0,0,0.024711
-0.10574,0.5,0,0,0.0058212
-0.069865,0.5,0,0,-0.014029
-0.034622,0.5,0,0,-0.044191
0,0.5,0,0,-0.090573
-2,0.50577,1,0,1.5712
-1.9308,0.50577,0.26173,0.036923,1.1066
-1.8627,0.50577,0.16142,0.0045787,0.7183
-1.7959,0.50577,0.1149,0.0011238,0.7443
-1.7303,0.50577,0.1046,0.00056165,0.68468
-1.6658,0.50577,0.095371,0.00033344,0.65524
-1.6024,0.50577,0.090569,0.00022983,0.6202
-1.5402,0.50577,0.086813,0.00016725,0.58971
-1.479,0.50577,0.084158,0.00012962,0.56006
-1.419,0.50577,0.082049,0.00010424,0.53214
-1.3599,0.50577,0.080367,8.66E-05,0.50545
-1.302,0.50577,0.078975,7.34E-05,0.47999
-1.245,0.50577,0.077807,6.32E-05,0.4556
-1.1891,0.50577,0.076813,5.50E-05,0.4322
-1.1341,0.50577,0.07596,4.82E-05,0.40971
-1.0801,0.50577,0.075225,4.24E-05,0.38805
-1.0271,0.50577,0.074589,3.73E-05,0.36714
-0.97499,0.50577,0.07404,3.28E-05,0.34692
-0.9238,0.50577,0.073566,2.87E-05,0.32733
-0.87352,0.50577,0.073161,2.48E-05,0.30832
-0.82412,0.50577,0.072819,2.11E-05,0.28983
-0.77559,0.50577,0.072535,1.75E-05,0.27181
-0.72791,0.50577,0.072307,1.39E-05,0.25423
-0.68108,0.50577,0.072134,1.02E-05,0.23704
-0.63507,0.50577,0.072015,6.33E-06,0.22019
-0.58987,0.50577,0.071953,2.10E-06,0.20363
-0.54547,0.50577,0.071951,-2.57E-06,0.18733
-0.50184,0.50577,0.072012,-7.86E-06,0.17124
-0.45899,0.50577,0.072144,-1.39E-05,0.1553
-0.41689,0.50577,0.072355,-2.10E-05,0.13946
-0.37554,0.50577,0.072656,-2.95E-05,0.12367
-0.33491,0.50577,0.073062,-3.98E-05,0.10783
-0.295,0.50577,0.073595,-5.26E-05,0.091893
-0.25579,0.50577,0.07428,-6.88E-05,0.075734
-0.21727,0.50577,0.075166,-9.07E-05,0.059251
-0.17943,0.50577,0.076304,-0.0001214,0.042242
-0.14226,0.50577,0.077846,-0.00017093,0.024573
-0.10574,0.50577,0.07994,-0.00027764,0.0056111
-0.069865,0.50577,0.083831,-0.00062781,-0.014437
-0.034622,0.50577,0.091097,-0.0054366,-0.043994
0,0.50577,0.14017,-0.026787,-0.079956
-2,0.51161,1,0,1.5113
-1.9308,0.51161,0.46769,0.070972,1.0817
-1.8627,0.51161,0.31242,0.013728,0.72481
-1.7959,0.51161,0.22901,0.0042451,0.74647
-1.7303,0.51161,0.20671,0.001973,0.68575
-1.6658,0.51161,0.18894,0.0012255,0.65591
-1.6024,0.51161,0.17927,0.00082337,0.62064
-1.5402,0.51161,0.17189,0.00060526,0.59004
-1.479,0.51161,0.16663,0.00046572,0.56031
-1.419,0.51161,0.16248,0.00037467,0.53234
-1.3599,0.51161,0.15917,0.00031028,0.50562
-1.302,0.51161,0.15644,0.00026279,0.48013
-1.245,0.51161,0.15414,0.00022603,0.45572
-1.1891,0.51161,0.1522,0.00019652,0.43231
-1.1341,0.51161,0.15053,0.00017205,0.4098
-1.0801,0.51161,0.14909,0.00015122,0.38813
-1.0271,0.51161,0.14785,0.00013306,0.36721
-0.97499,0.51161,0.14677,0.00011689,0.34698
-0.9238,0.51161,0.14585,0.00010218,0.32738
-0.87352,0.51161,0.14505,8.85E-05,0.30836
-0.82412,0.51161,0.14438,7.55E-05,0.28987
-0.77559,0.51161,0.14383,6.28E-05,0.27185
-0.72791,0.51161,0.14338,5.00E-05,0.25426
-0.68108,0.51161,0.14304,3.70E-05,0.23706
-0.63507,0.51161,0.1428,2.32E-05,0.2202
-0.58987,0.51161,0.14268,8.32E-06,0.20364
-0.54547,0.51161,0.14267,-8.10E-06,0.18733
-0.50184,0.51161,0.14278,-2.66E-05,0.17123
-0.45899,0.51161,0.14302,-4.79E-05,0.15528
-0.41689,0.51161,0.14342,-7.27E-05,0.13943
-0.37554,0.51161,0.14399,-0.00010232,0.12362
-0.33491,0.51161,0.14476,-0.00013816,0.10777
-0.295,0.51161,0.14577,-0.0001826,0.091803
-0.25579,0.51161,0.14708,-0.00023927,0.075617
-0.21727,0.51161,0.14876,-0.00031465,0.059097
-0.17943,0.51161,0.15093,-0.00042171,0.042036
-0.14226,0.51161,0.15384,-0.00058933,0.024287
-0.10574,0.51161,0.1578,-0.00094417,0.0051793
-0.069865,0.51161,0.16466,-0.0019201,-0.015242
-0.034622,0.51161,0.17656,-0.010142,-0.043504
0,0.51161,0.21366,-0.035312,-0.074807
-2,0.51752,1,0,1.4542
-1.9308,0.51752,0.63185,0.098356,1.0589
-1.8627,0.51752,0.45354,0.026071,0.73196
-1.7959,0.51752,0.34175,0.0094082,0.74862
-1.7303,0.51752,0.30649,0.0043713,0.68689
-1.6658,0.51752,0.28077,0.0027337,0.65662
-1.6024,0.51752,0.26623,0.0018263,0.62112
-1.5402,0.51752,0.25537,0.0013444,0.59038
-1.479,0.51752,0.24757,0.0010319,0.56057
-1.419,0.51752,0.24144,0.00082934,0.53255
-1.3599,0.51752,0.23655,0.00068568,0.50579
-1.302,0.51752,0.23253,0.00058009,0.48027
-1.245,0.51752,0.22916,0.0004984,0.45584
-1.1891,0.51752,0.2263,0.00043297,0.43241
-1.1341,0.51752,0.22385,0.00037881,0.4099
-1.0801,0.51752,0.22174,0.0003328,0.38821
-1.0271,0.51752,0.21992,0.00029276,0.36728
-0.97499,0.51752,0.21835,0.00025715,0.34704
-0.9238,0.51752,0.21699,0.0002248,0.32744
-0.87352,0.51752,0.21583,0.00019476,0.30841
-0.82412,0.51752,0.21485,0.00016621,0.28991
-0.77559,0.51752,0.21403,0.0001384,0.27188
-0.72791,0.51752,0.21337,0.00011062,0.25429
-0.68108,0.51752,0.21287,8.21E-05,0.23708
-0.63507,0.51752,0.21252,5.21E-05,0.22021
-0.58987,0.51752,0.21232,1.98E-05,0.20365
-0.54547,0.51752,0.2123,-1.59E-05,0.18733
-0.50184,0.51752,0.21245,-5.60E-05,0.17122
-0.45899,0.51752,0.21279,-0.0001021,0.15526
-0.41689,0.51752,0.21335,-0.0001559,0.1394
-0.37554,0.51752,0.21416,-0.00021981,0.12357
-0.33491,0.51752,0.21526,-0.00029719,0.1077
-0.295,0.51752,0.2167,-0.00039294,0.091717
-0.25579,0.51752,0.21855,-0.00051496,0.075504
-0.21727,0.51752,0.22094,-0.00067654,0.05895
-0.17943,0.51752,0.22402,-0.00090591,0.041841
-0.14226,0.51752,0.22814,-0.0012598,0.024019
-0.10574,0.51752,0.23371,-0.0019791,0.0047925
-0.069865,0.51752,0.24281,-0.0037499,-0.015896
-0.034622,0.51752,0.25761,-0.014267,-0.042848
0,0.51752,0.28597,-0.041196,-0.070985
-2,0.5235,1,0,1.4034
-1.9308,0.5235,0.76251,0.11967,1.0399
-1.8627,0.5235,0.58337,0.040164,0.73939
-1.7959,0.5235,0.45184,0.016397,0.75043
-1.7303,0.5235,0.40371,0.0077696,0.68803
-1.6658,0.5235,0.37057,0.0048568,0.65728
-1.6024,0.5235,0.35128,0.0032417,0.62158
-1.5402,0.5235,0.33708,0.0023851,0.59071
-1.479,0.5235,0.32683,0.0018285,0.56082
-1.419,0.5235,0.31881,0.001468,0.53275
-1.3599,0.5235,0.31242,0.0012122,0.50595
-1.302,0.5235,0.30716,0.0010244,0.48041
-1.245,0.5235,0.30277,0.00087933,0.45596
-1.1891,0.5235,0.29904,0.00076332,0.43251
-1.1341,0.5235,0.29585,0.00066746,0.40998
-1.0801,0.5235,0.29311,0.00058613,0.38829
-1.0271,0.5235,0.29074,0.00051547,0.36735
-0.97499,0.5235,0.28869,0.00045273,0.3471
-0.9238,0.5235,0.28693,0.00039581,0.32749
-0.87352,0.5235,0.28542,0.00034303,0.30846
-0.82412,0.5235,0.28414,0.00029294,0.28995
-0.77559,0.5235,0.28308,0.00024422,0.27192
-0.72791,0.5235,0.28222,0.00019562,0.25432
-0.68108,0.5235,0.28156,0.00014584,0.2371
-0.63507,0.5235,0.2811,9.35E-05,0.22023
-0.58987,0.5235,0.28083,3.72E-05,0.20365
-0.54547,0.5235,0.28078,-2.48E-05,0.18733
-0.50184,0.5235,0.28096,-9.46E-05,0.17121
-0.45899,0.5235,0.28139,-0.00017453,0.15524
-0.41689,0.5235,0.28209,-0.00026778,0.13937
-0.37554,0.5235,0.2831,-0.00037842,0.12353
-0.33491,0.5235,0.28448,-0.00051223,0.10765
-0.295,0.5235,0.2863,-0.00067749,0.091648
-0.25579,0.5235,0.28864,-0.00088781,0.075413
-0.21727,0.5235,0.29165,-0.0011653,0.058831
-0.17943,0.5235,0.29552,-0.0015577,0.041685
-0.14226,0.5235,0.30066,-0.002156,0.023811
-0.10574,0.5235,0.30759,-0.0033235,0.0045241
-0.069865,0.5235,0.31831,-0.0059643,-0.016275
-0.034622,0.5235,0.33474,-0.017927,-0.042022
0,0.5235,0.35687,-0.045413,-0.067462
-2,0.52955,1,0,1.3574
-1.9308,0.52955,0.8654,0.13573,1.0239
-1.8627,0.52955,0.70041,0.054722,0.7472
-1.7959,0.52955,0.55784,0.024788,0.752
-1.7303,0.52955,0.498,0.012119,0.68921
-1.6658,0.52955,0.45804,0.0075652,0.65793
-1.6024,0.52955,0.4342,0.0050558,0.62204
-1.5402,0.52955,0.41686,0.0037156,0.59103
-1.479,0.52955,0.40427,0.0028472,0.56107
-1.419,0.52955,0.39446,0.0022831,0.53295
-1.3599,0.52955,0.38664,0.0018833,0.50611
-1.302,0.52955,0.38022,0.00159,0.48054
-1.245,0.52955,0.37486,0.0013637,0.45607
-1.1891,0.52955,0.37032,0.0011829,0.43261
-1.1341,0.52955,0.36644,0.0010338,0.41007
-1.0801,0.52955,0.3631,0.00090746,0.38836
-1.0271,0.52955,0.36022,0.00079785,0.36741
-0.97499,0.52955,0.35773,0.00070067,0.34716
-0.9238,0.52955,0.35559,0.00061262,0.32754
-0.87352,0.52955,0.35376,0.00053108,0.3085
-0.82412,0.52955,0.3522,0.00045382,0.28998
-0.77559,0.52955,0.35091,0.00037878,0.27195
-0.72791,0.52955,0.34986,0.00030403,0.25434
-0.68108,0.52955,0.34905,0.00022759,0.23712
-0.63507,0.52955,0.34847,0.00014739,0.22025
-0.58987,0.52955,0.34814,6.11E-05,0.20366
-0.54547,0.52955,0.34807,-3.37E-05,0.18734
-0.50184,0.52955,0.34826,-0.00014032,0.17121
-0.45899,0.52955,0.34875,-0.00026231,0.15523
-0.41689,0.52955,0.34957,-0.00040443,0.13935
-0.37554,0.52955,0.35076,-0.00057286,0.1235
-0.33491,0.52955,0.35239,-0.00077626,0.10761
-0.295,0.52955,0.35453,-0.001027,0.091595
-0.25579,0.52955,0.35728,-0.0013455,0.075344
-0.21727,0.52955,0.36083,-0.0017642,0.058742
-0.17943,0.52955,0.36537,-0.0023532,0.041571
-0.14226,0.52955,0.37136,-0.0032407,0.023667
-0.10574,0.52955,0.37937,-0.0049039,0.0043766
-0.069865,0.52955,0.3912,-0.0084136,-0.016396
-0.034622,0.52955,0.40835,-0.021231,-0.04099
0,0.52955,0.42612,-0.048435,-0.063975
-2,0.53567,1,0,1.315
-1.9308,0.53567,0.94499,0.14709,1.0102
-1.8627,0.53567,0.80356,0.068807,0.75531
-1.7959,0.53567,0.65821,0.034123,0.75343
-1.7303,0.53567,0.58881,0.017327,0.69043
-1.6658,0.53567,0.54279,0.010825,0.65858
-1.6024,0.53567,0.51475,0.0072526,0.62252
-1.5402,0.53567,0.4945,0.005324,0.59136
-1.479,0.53567,0.47973,0.0040793,0.56132
-1.419,0.53567,0.46824,0.0032678,0.53314
-1.3599,0.53567,0.4591,0.0026932,0.50626
-1.302,0.53567,0.45159,0.0022717,0.48067
-1.245,0.53567,0.44534,0.0019467,0.45618
-1.1891,0.53567,0.44004,0.0016876,0.4327
-1.1341,0.53567,0.43552,0.001474,0.41015
-1.0801,0.53567,0.43163,0.0012934,0.38843
-1.0271,0.53567,0.42828,0.0011369,0.36747
-0.97499,0.53567,0.42539,0.00099827,0.34721
-0.9238,0.53567,0.42289,0.00087287,0.32759
-0.87352,0.53567,0.42076,0.00075691,0.30854
-0.82412,0.53567,0.41895,0.00064718,0.29002
-0.77559,0.53567,0.41744,0.00054077,0.27198
-0.72791,0.53567,0.41621,0.00043491,0.25437
-0.68108,0.53567,0.41526,0.00032682,0.23714
-0.63507,0.53567,0.41459,0.00021357,0.22026
-0.58987,0.53567,0.41419,9.19E-05,0.20368
-0.54547,0.53567,0.41408,-4.17E-05,0.18734
-0.50184,0.53567,0.41428,-0.00019161,0.17121
-0.45899,0.53567,0.41482,-0.00036301,0.15523
-0.41689,0.53567,0.41574,-0.00056245,0.13934
-0.37554,0.53567,0.41708,-0.0007985,0.12348
