x,y,u,v,p
-2,0.5,0.5,0,4.4639
-1.9308,0.5,0,0,3.4685
-1.8627,0.5,0,0,2.6205
-1.7959,0.5,0,0,2.6327
-1.7303,0.5,0,0,2.4997
-1.6658,0.5,0,0,2.446
-1.6024,0.5,0,0,2.3665
-1.5402,0.5,0,0,2.3058
-1.479,0.5,0,0,2.2405
-1.419,0.5,0,0,2.1811
-1.3599,0.5,0,0,2.1217
-1.302,0.5,0,0,2.0649
-1.245,0.5,0,0,2.0091
-1.1891,0.5,0,0,1.9547
-1.1341,0.5,0,0,1.9014
-1.0801,0.5,0,0,1.8492
-1.0271,0.5,0,0,1.7979
-0.97499,0.5,0,0,1.7476
-0.9238,0.5,0,0,1.6982
-0.87352,0.5,0,0,1.6497
-0.82412,0.5,0,0,1.602
-0.77559,0.5,0,0,1.555
-0.72791,0.5,0,0,1.5088
-0.68108,0.5,0,0,1.4632
-0.63507,0.5,0,0,1.4183
-0.58987,0.5,0,0,1.374
-0.54547,0.5,0,0,1.3302
-0.50184,0.5,0,0,1.2868
-0.45899,0.5,0,0,1.2438
-0.41689,0.5,0,0,1.201
-0.37554,0.5,0,0,1.1583
-0.33491,0.5,0,0,1.1155
-0.295,0.5,0,0,1.0725
-0.25579,0.5,0,0,1.0289
-0.21727,0.5,0,0,0.98445
-0.17943,0.5,0,0,0.93888
-0.14226,0.5,0,0,0.89112
-0.10574,0.5,0,0,0.84152
-0.069865,0.5,0,0,0.78806
-0.034622,0.5,0,0,0.71067
0,0.5,0,0,0.49631
-2,0.50577,1,0,4.3975
-1.9308,0.50577,0.21135,0.037892,3.4404
-1.8627,0.50577,0.13184,0.0035475,2.6276
-1.7959,0.50577,0.09278,0.0010063,2.6353
-1.7303,0.50577,0.084442,0.00044968,2.5008
-1.6658,0.50577,0.077233,0.00022255,2.4466
-1.6024,0.50577,0.0746,0.00014123,2.3668
-1.5402,0.50577,0.072323,8.17E-05,2.3061
-1.479,0.50577,0.071243,5.67E-05,2.2406
-1.419,0.50577,0.070358,3.61E-05,2.1812
-1.3599,0.50577,0.069861,2.56E-05,2.1218
-1.302,0.50577,0.069478,1.72E-05,2.065
-1.245,0.50577,0.069241,1.22E-05,2.0091
-1.1891,0.50577,0.069067,8.32E-06,1.9547
-1.1341,0.50577,0.068956,5.75E-06,1.9014
-1.0801,0.50577,0.068879,3.74E-06,1.8492
-1.0271,0.50577,0.068832,2.26E-06,1.7979
-0.97499,0.50577,0.068807,1.01E-06,1.7476
-0.9238,0.50577,0.068799,-6.37E-08,1.6982
-0.87352,0.50577,0.068808,-1.11E-06,1.6497
-0.82412,0.50577,0.068832,-2.20E-06,1.602
-0.77559,0.50577,0.068872,-3.43E-06,1.555
-0.72791,0.50577,0.06893,-4.87E-06,1.5088
-0.68108,0.50577,0.069009,-6.64E-06,1.4632
-0.63507,0.50577,0.069114,-8.84E-06,1.4183
-0.58987,0.50577,0.06925,-1.16E-05,1.374
-0.54547,0.50577,0.069425,-1.51E-05,1.3302
-0.50184,0.50577,0.069648,-1.96E-05,1.2868
-0.45899,0.50577,0.069931,-2.53E-05,1.2437
-0.41689,0.50577,0.07029,-3.26E-05,1.2009
-0.37554,0.50577,0.070743,-4.19E-05,1.1582
-0.33491,0.50577,0.071319,-5.42E-05,1.1154
-0.295,0.50577,0.072047,-7.03E-05,1.0723
-0.25579,0.50577,0.072983,-9.23E-05,1.0287
-0.21727,0.50577,0.074184,-0.0001222,0.98413
-0.17943,0.50577,0.075783,-0.000168,0.93845
-0.14226,0.50577,0.077925,-0.00024041,0.8905
-0.10574,0.50577,0.081106,-0.00041477,0.84051
-0.069865,0.50577,0.086811,-0.001005,0.78587
-0.034622,0.50577,0.10079,-0.0083494,0.70897
0,0.50577,0.17724,-0.062389,0.54329
-2,0.51161,1,0,4.2632
-1.9308,0.51161,0.38698,0.073307,3.3839
-1.8627,0.51161,0.25498,0.010975,2.6422
-1.7959,0.51161,0.18444,0.0036819,2.6408
-1.7303,0.51161,0.16719,0.0015555,2.5032
-1.6658,0.51161,0.15332,0.00083328,2.448
-1.6024,0.51161,0.14796,0.00049397,2.3676
-1.5402,0.51161,0.14354,0.0003026,2.3066
-1.479,0.51161,0.14137,0.00019981,2.2409
-1.419,0.51161,0.13964,0.00013185,2.1814
-1.3599,0.51161,0.13865,9.10E-05,2.122
-1.302,0.51161,0.13791,6.23E-05,2.0651
-1.245,0.51161,0.13744,4.35E-05,2.0092
-1.1891,0.51161,0.1371,3.00E-05,1.9548
-1.1341,0.51161,0.13688,2.05E-05,1.9014
-1.0801,0.51161,0.13673,1.35E-05,1.8492
-1.0271,0.51161,0.13663,8.10E-06,1.798
-0.97499,0.51161,0.13658,3.69E-06,1.7477
-0.9238,0.51161,0.13657,-1.66E-07,1.6982
-0.87352,0.51161,0.13659,-3.88E-06,1.6497
-0.82412,0.51161,0.13663,-7.76E-06,1.602
-0.77559,0.51161,0.13671,-1.21E-05,1.555
-0.72791,0.51161,0.13682,-1.73E-05,1.5087
-0.68108,0.51161,0.13698,-2.35E-05,1.4632
-0.63507,0.51161,0.13718,-3.13E-05,1.4183
-0.58987,0.51161,0.13744,-4.11E-05,1.3739
-0.54547,0.51161,0.13778,-5.35E-05,1.3301
-0.50184,0.51161,0.13822,-6.93E-05,1.2867
-0.45899,0.51161,0.13877,-8.94E-05,1.2436
-0.41689,0.51161,0.13946,-0.00011527,1.2007
-0.37554,0.51161,0.14034,-0.0001485,1.1579
-0.33491,0.51161,0.14146,-0.00019188,1.1151
-0.295,0.51161,0.14287,-0.0002489,1.0719
-0.25579,0.51161,0.14468,-0.00032628,1.0282
-0.21727,0.51161,0.14701,-0.00043314,0.98346
-0.17943,0.51161,0.15011,-0.00059348,0.93754
-0.14226,0.51161,0.15426,-0.00085291,0.88917
-0.10574,0.51161,0.16041,-0.0014371,0.83837
-0.069865,0.51161,0.17086,-0.0032123,0.78139
-0.034622,0.51161,0.19414,-0.016343,0.70583
0,0.51161,0.25924,-0.075452,0.56101
-2,0.51752,1,0,4.1363
-1.9308,0.51752,0.53382,0.10341,3.3307
-1.8627,0.51752,0.37048,0.021551,2.6564
-1.7959,0.51752,0.27477,0.0080412,2.6462
-1.7303,0.51752,0.24837,0.0033957,2.5058
-1.6658,0.51752,0.22836,0.0018707,2.4495
-1.6024,0.51752,0.22023,0.0010837,2.3684
