x,y,u,v,p
-2,0.5,0.5,0,1.0027
-1.9308,0.5,0,0,0.64971
-1.8627,0.5,0,0,0.34939
-1.7959,0.5,0,0,0.37531
-1.7303,0.5,0,0,0.33739
-1.6658,0.5,0,0,0.31391
-1.6024,0.5,0,0,0.29007
-1.5402,0.5,0,0,0.2677
-1.479,0.5,0,0,0.24655
-1.419,0.5,0,0,0.22644
-1.3599,0.5,0,0,0.20728
-1.302,0.5,0,0,0.18899
-1.245,0.5,0,0,0.17149
-1.1891,0.5,0,0,0.15472
-1.1341,0.5,0,0,0.13862
-1.0801,0.5,0,0,0.12313
-1.0271,0.5,0,0,0.10821
-0.97499,0.5,0,0,0.093804
-0.9238,0.5,0,0,0.079877
-0.87352,0.5,0,0,0.06639
-0.82412,0.5,0,0,0.053307
-0.77559,0.5,0,0,0.040594
-0.72791,0.5,0,0,0.02822
-0.68108,0.5,0,0,0.016152
-0.63507,0.5,0,0,0.0043611
-0.58987,0.5,0,0,-0.0071849
-0.54547,0.5,0,0,-0.018517
-0.50184,0.5,0,0,-0.029668
-0.45899,0.5,0,0,-0.040672
-0.41689,0.5,0,0,-0.051565
-0.37554,0.5,0,0,-0.062387
-0.33491,0.5,0,0,-0.073185
-0.295,0.5,0,0,-0.084007
-0.25579,0.5,0,0,-0.09492
-0.21727,0.5,0,0,-0.10599
-0.17943,0.5,0,0,-0.11733
-0.14226,0.5,0,0,-0.12902
-0.10574,0.5,0,0,-0.14148
-0.069865,0.5,0,0,-0.15445
-0.034622,0.5,0,0,-0.17371
0,0.5,0,0,-0.19649
-2,0.50577,1,0,0.98179
-1.9308,0.50577,0.29554,0.036223,0.6409
-1.8627,0.50577,0.18186,0.0052963,0.35148
-1.7959,0.50577,0.13036,0.0012235,0.37597
-1.7303,0.50577,0.11818,0.00061705,0.33773
-1.6658,0.50577,0.1082,0.00039706,0.31412
-1.6024,0.50577,0.10209,0.00027619,0.29022
-1.5402,0.50577,0.097606,0.00020937,0.26781
-1.479,0.50577,0.094185,0.00016541,0.24664
-1.419,0.50577,0.091476,0.00013573,0.22651
-1.3599,0.50577,0.089258,0.00011446,0.20734
-1.302,0.50577,0.087401,9.85E-05,0.18904
-1.245,0.50577,0.085819,8.61E-05,0.17153
-1.1891,0.50577,0.084452,7.61E-05,0.15476
-1.1341,0.50577,0.083261,6.78E-05,0.13866
-1.0801,0.50577,0.082214,6.08E-05,0.12316
-1.0271,0.50577,0.081289,5.48E-05,0.10824
-0.97499,0.50577,0.08047,4.94E-05,0.09383
-0.9238,0.50577,0.079743,4.46E-05,0.079901
-0.87352,0.50577,0.079099,4.02E-05,0.066411
-0.82412,0.50577,0.078529,3.60E-05,0.053326
-0.77559,0.50577,0.078029,3.20E-05,0.040611
-0.72791,0.50577,0.077594,2.81E-05,0.028235
-0.68108,0.50577,0.077222,2.41E-05,0.016165
-0.63507,0.50577,0.076911,2.00E-05,0.0043719
-0.58987,0.50577,0.076662,1.56E-05,-0.0071763
-0.54547,0.50577,0.076477,1.09E-05,-0.018511
-0.50184,0.50577,0.076359,5.75E-06,-0.029664
-0.45899,0.50577,0.076311,-5.50E-08,-0.040671
-0.41689,0.50577,0.076341,-6.69E-06,-0.051567
-0.37554,0.50577,0.076456,-1.44E-05,-0.062394
-0.33491,0.50577,0.076669,-2.36E-05,-0.073196
-0.295,0.50577,0.076994,-3.47E-05,-0.084023
-0.25579,0.50577,0.077454,-4.87E-05,-0.094942
-0.21727,0.50577,0.078084,-6.72E-05,-0.10602
-0.17943,0.50577,0.078924,-9.27E-05,-0.11738
-0.14226,0.50577,0.080106,-0.000134,-0.12908
-0.10574,0.50577,0.081711,-0.00022085,-0.14157
-0.069865,0.50577,0.084858,-0.00049673,-0.15464
-0.034622,0.50577,0.089967,-0.0045459,-0.17346
0,0.50577,0.13066,-0.018035,-0.19099
-2,0.51161,1,0,0.93905
-1.9308,0.51161,0.51903,0.069321,0.62333
-1.8627,0.51161,0.35192,0.015548,0.35626
-1.7959,0.51161,0.26028,0.0046897,0.37742
-1.7303,0.51161,0.23348,0.0022121,0.33847
-1.6658,0.51161,0.21411,0.0014414,0.31459
