x,y,u,v,p
-2,0.5,0.5,0,7.2945
-1.9308,0.5,0,0,5.8427
-1.8627,0.5,0,0,4.5827
-1.7959,0.5,0,0,4.5719
-1.7303,0.5,0,0,4.3807
-1.6658,0.5,0,0,4.3036
-1.6024,0.5,0,0,4.1844
-1.5402,0.5,0,0,4.0942
-1.479,0.5,0,0,3.9923
-1.419,0.5,0,0,3.8997
-1.3599,0.5,0,0,3.8046
-1.302,0.5,0,0,3.7131
-1.245,0.5,0,0,3.622
-1.1891,0.5,0,0,3.533
-1.1341,0.5,0,0,3.4452
-1.0801,0.5,0,0,3.359
-1.0271,0.5,0,0,3.2743
-0.97499,0.5,0,0,3.191
-0.9238,0.5,0,0,3.1091
-0.87352,0.5,0,0,3.0286
-0.82412,0.5,0,0,2.9495
-0.77559,0.5,0,0,2.8717
-0.72791,0.5,0,0,2.7952
-0.68108,0.5,0,0,2.7198
-0.63507,0.5,0,0,2.6457
-0.58987,0.5,0,0,2.5726
-0.54547,0.5,0,0,2.5005
-0.50184,0.5,0,0,2.4293
-0.45899,0.5,0,0,2.3589
-0.41689,0.5,0,0,2.2892
-0.37554,0.5,0,0,2.2199
-0.33491,0.5,0,0,2.151
-0.295,0.5,0,0,2.0819
-0.25579,0.5,0,0,2.0127
-0.21727,0.5,0,0,1.9424
-0.17943,0.5,0,0,1.8716
-0.14226,0.5,0,0,1.7976
-0.10574,0.5,0,0,1.7243
-0.069865,0.5,0,0,1.6449
-0.034622,0.5,0,0,1.5404
0,0.5,0,0,1.132
-2,0.50577,1,0,7.1936
-1.9308,0.50577,0.19645,0.03816,5.8001
-1.8627,0.50577,0.12324,0.0032516,4.5936
-1.7959,0.50577,0.086526,0.00096589,4.5759
-1.7303,0.50577,0.078847,0.00039548,4.3824
-1.6658,0.50577,0.072771,0.00017198,4.3044
-1.6024,0.50577,0.071061,9.61E-05,4.1848
-1.5402,0.50577,0.069574,4.15E-05,4.0944
-1.479,0.50577,0.069181,2.47E-05,3.9924
-1.419,0.50577,0.068805,9.65E-06,3.8998
-1.3599,0.50577,0.06873,5.75E-06,3.8046
-1.302,0.50577,0.068643,1.73E-06,3.7131
-1.245,0.50577,0.068638,9.51E-07,3.622
-1.1891,0.50577,0.068623,-8.18E-08,3.533
-1.1341,0.50577,0.068631,-2.24E-07,3.4452
-1.0801,0.50577,0.068634,-5.42E-07,3.359
-1.0271,0.50577,0.068645,-6.62E-07,3.2743
-0.97499,0.50577,0.068656,-9.07E-07,3.191
-0.9238,0.50577,0.068672,-1.17E-06,3.1091
-0.87352,0.50577,0.068692,-1.57E-06,3.0286
-0.82412,0.50577,0.068719,-2.09E-06,2.9495
-0.77559,0.50577,0.068754,-2.81E-06,2.8717
-0.72791,0.50577,0.0688,-3.76E-06,2.7951
-0.68108,0.50577,0.068861,-5.04E-06,2.7198
-0.63507,0.50577,0.068941,-6.72E-06,2.6456
-0.58987,0.50577,0.069046,-8.95E-06,2.5725
-0.54547,0.50577,0.069182,-1.19E-05,2.5004
-0.50184,0.50577,0.069361,-1.57E-05,2.4293
-0.45899,0.50577,0.069592,-2.08E-05,2.3589
-0.41689,0.50577,0.069892,-2.75E-05,2.2891
-0.37554,0.50577,0.07028,-3.62E-05,2.2198
-0.33491,0.50577,0.070787,-4.81E-05,2.1508
-0.295,0.50577,0.071442,-6.37E-05,2.0816
-0.25579,0.50577,0.07231,-8.59E-05,2.0123
-0.21727,0.50577,0.073439,-0.00011602,1.9419
-0.17943,0.50577,0.075005,-0.00016494,1.8709
-0.14226,0.50577,0.077117,-0.00024228,1.7965
-0.10574,0.50577,0.080491,-0.00044591,1.7224
-0.069865,0.50577,0.086628,-0.0011516,1.6406
-0.034622,0.50577,0.10381,-0.0097824,1.5352
0,0.50577,0.19385,-0.085255,1.2225
-2,0.51161,1,0,6.9901
-1.9308,0.51161,0.36205,0.073973,5.7142
-1.8627,0.51161,0.23825,0.010147,4.6159
-1.7959,0.51161,0.17192,0.0034952,4.5846
-1.7303,0.51161,0.15627,0.0013659,4.3859
-1.6658,0.51161,0.14457,0.00065008,4.3063
-1.6024,0.51161,0.14105,0.00033209,4.1857
-1.5402,0.51161,0.13816,0.00016014,4.0948
-1.479,0.51161,0.13734,8.48E-05,3.9927
-1.419,0.51161,0.13661,3.85E-05,3.8999
-1.3599,0.51161,0.13644,1.96E-05,3.8046
-1.302,0.51161,0.13627,7.51E-06,3.7132
-1.245,0.51161,0.13626,3.12E-06,3.622
-1.1891,0.51161,0.13623,1.41E-07,3.533
-1.1341,0.51161,0.13624,-8.78E-07,3.4452
-1.0801,0.51161,0.13625,-1.80E-06,3.359
-1.0271,0.51161,0.13627,-2.38E-06,3.2742
-0.97499,0.51161,0.13629,-3.19E-06,3.191
-0.9238,0.51161,0.13632,-4.18E-06,3.1091
-0.87352,0.51161,0.13636,-5.58E-06,3.0286
-0.82412,0.51161,0.13641,-7.46E-06,2.9495
-0.77559,0.51161,0.13648,-1.00E-05,2.8717
-0.72791,0.51161,0.13657,-1.34E-05,2.7951
-0.68108,0.51161,0.13669,-1.80E-05,2.7198
-0.63507,0.51161,0.13685,-2.40E-05,2.6456
-0.58987,0.51161,0.13705,-3.19E-05,2.5725
-0.54547,0.51161,0.13732,-4.23E-05,2.5003
-0.50184,0.51161,0.13767,-5.61E-05,2.4291
-0.45899,0.51161,0.13812,-7.41E-05,2.3587
-0.41689,0.51161,0.1387,-9.78E-05,2.2888
-0.37554,0.51161,0.13946,-0.00012914,2.2195
-0.33491,0.51161,0.14045,-0.00017117,2.1503
-0.295,0.51161,0.14173,-0.00022733,2.0811
-0.25579,0.51161,0.14342,-0.00030581,2.0116
-0.21727,0.51161,0.14563,-0.00041552,1.9408
-0.17943,0.51161,0.14868,-0.00058691,1.8693
-0.14226,0.51161,0.15283,-0.00087294,1.7942
-0.10574,0.51161,0.15942,-0.0015563,1.7184
-0.069865,0.51161,0.17084,-0.0037372,1.6316
-0.034622,0.51161,0.19958,-0.019394,1.5251
0,0.51161,0.27893,-0.10037,1.2523
-2,0.51752,1,0,6.7984
-1.9308,0.51752,0.50227,0.10486,5.6332
-1.8627,0.51752,0.3461,0.020099,4.6369
-1.7959,0.51752,0.25602,0.0075884,4.5931
-1.7303,0.51752,0.23238,0.0029729,4.3896
-1.6658,0.51752,0.21549,0.0014649,4.3082
-1.6024,0.51752,0.21011,0.00072557,4.1866
-1.5402,0.51752,0.20591,0.00036533,4.0953
-1.479,0.51752,0.20462,0.00018543,3.9929
-1.419,0.51752,0.20356,8.91E-05,3.9
-1.3599,0.51752,0.20329,4.29E-05,3.8047
-1.302,0.51752,0.20304,1.80E-05,3.7132
-1.245,0.51752,0.20301,6.84E-06,3.622
-1.1891,0.51752,0.20297,8.11E-07,3.533
-1.1341,0.51752,0.20299,-1.92E-06,3.4452
-1.0801,0.51752,0.203,-3.79E-06,3.359
-1.0271,0.51752,0.20303,-5.22E-06,3.2742
-0.97499,0.51752,0.20306,-6.96E-06,3.191
-0.9238,0.51752,0.2031,-9.18E-06,3.1091
-0.87352,0.51752,0.20316,-1.22E-05,3.0286
-0.82412,0.51752,0.20324,-1.64E-05,2.9495
-0.77559,0.51752,0.20334,-2.20E-05,2.8716
-0.72791,0.51752,0.20347,-2.95E-05,2.7951
-0.68108,0.51752,0.20364,-3.95E-05,2.7197
-0.63507,0.51752,0.20387,-5.27E-05,2.6455
-0.58987,0.51752,0.20417,-7.01E-05,2.5724
-0.54547,0.51752,0.20456,-9.30E-05,2.5002
-0.50184,0.51752,0.20507,-0.00012319,2.429
-0.45899,0.51752,0.20573,-0.00016277,2.3585
-0.41689,0.51752,0.20659,-0.00021496,2.2886
-0.37554,0.51752,0.20769,-0.00028386,2.2191
-0.33491,0.51752,0.20914,-0.00037597,2.1499
-0.295,0.51752,0.21101,-0.00049983,2.0804
-0.25579,0.51752,0.21348,-0.00067155,2.0107
-0.21727,0.51752,0.21671,-0.00091483,1.9397
-0.17943,0.51752,0.22117,-0.0012891,1.8677
-0.14226,0.51752,0.22725,-0.0019247,1.7918
-0.10574,0.51752,0.23681,-0.0033499,1.7145
-0.069865,0.51752,0.25276,-0.0075549,1.6232
-0.034622,0.51752,0.28908,-0.029019,1.5167
0,0.51752,0.35914,-0.11235,1.2712
-2,0.5235,1,0,6.6299
-1.9308,0.5235,0.621,0.13128,5.5623
-1.8627,0.5235,0.44687,0.032262,4.6549
-1.7959,0.5235,0.33841,0.013086,4.6
-1.7303,0.5235,0.30703,0.005203,4.393
-1.6658,0.5235,0.28543,0.0026131,4.31
-1.6024,0.5235,0.27817,0.0012771,4.1875
-1.5402,0.5235,0.27274,0.0006581,4.0958
-1.479,0.5235,0.27099,0.00032729,3.9931
-1.419,0.5235,0.2696,0.00016226,3.9001
-1.3599,0.5235,0.26923,7.60E-05,3.8047
-1.302,0.5235,0.26891,3.36E-05,3.7132
-1.245,0.5235,0.26885,1.23E-05,3.622
-1.1891,0.5235,0.2688,2.06E-06,3.533
-1.1341,0.5235,0.26882,-3.28E-06,3.4452
-1.0801,0.5235,0.26883,-6.45E-06,3.359
-1.0271,0.5235,0.26887,-9.14E-06,3.2742
-0.97499,0.5235,0.26891,-1.22E-05,3.191
-0.9238,0.5235,0.26897,-1.61E-05,3.1091
-0.87352,0.5235,0.26904,-2.15E-05,3.0286
-0.82412,0.5235,0.26914,-2.88E-05,2.9494
-0.77559,0.5235,0.26927,-3.87E-05,2.8716
-0.72791,0.5235,0.26944,-5.19E-05,2.795
-0.68108,0.5235,0.26967,-6.94E-05,2.7197
-0.63507,0.5235,0.26996,-9.26E-05,2.6454
-0.58987,0.5235,0.27035,-0.0001233,2.5723
-0.54547,0.5235,0.27086,-0.00016362,2.5001
-0.50184,0.5235,0.27152,-0.0002166,2.4288
-0.45899,0.5235,0.27237,-0.00028622,2.3583
-0.41689,0.5235,0.27348,-0.00037791,2.2883
-0.37554,0.5235,0.27492,-0.00049912,2.2188
-0.33491,0.5235,0.2768,-0.00066079,2.1495
-0.295,0.5235,0.27922,-0.00087888,2.0799
-0.25579,0.5235,0.28243,-0.0011799,2.01
-0.21727,0.5235,0.28662,-0.0016093,1.9387
-0.17943,0.5235,0.29239,-0.0022639,1.8663
-0.14226,0.5235,0.30025,-0.0033807,1.7896
-0.10574,0.5235,0.31249,-0.0057642,1.711
-0.069865,0.5235,0.33216,-0.012317,1.6167
-0.034622,0.5235,0.37305,-0.038465,1.5109
0,0.5235,0.43502,-0.12231,1.2891
-2,0.52955,1,0,6.4779
-1.9308,0.52955,0.7213,0.15373,5.499
-1.8627,0.52955,0.54057,0.04579,4.6709
-1.7959,0.52955,0.41868,0.019734,4.6055
-1.7303,0.52955,0.38009,0.0080175,4.3964
-1.6658,0.52955,0.35427,0.0040742,4.3116
-1.6024,0.52955,0.34515,0.0019826,4.1883
-1.5402,0.52955,0.3386,0.0010352,4.0963
-1.479,0.52955,0.33636,0.00051006,3.9933
-1.419,0.52955,0.33469,0.00025741,3.9003
-1.3599,0.52955,0.3342,0.00011917,3.8048
-1.302,0.52955,0.3338,5.43E-05,3.7133
-1.245,0.52955,0.33373,1.96E-05,3.622
-1.1891,0.52955,0.33366,3.97E-06,3.533
-1.1341,0.52955,0.33368,-4.82E-06,3.4452
-1.0801,0.52955,0.33369,-9.70E-06,3.359
-1.0271,0.52955,0.33374,-1.40E-05,3.2742
-0.97499,0.52955,0.33379,-1.87E-05,3.1909
-0.9238,0.52955,0.33386,-2.49E-05,3.1091
-0.87352,0.52955,0.33395,-3.32E-05,3.0286
-0.82412,0.52955,0.33407,-4.45E-05,2.9494
-0.77559,0.52955,0.33422,-5.98E-05,2.8716
-0.72791,0.52955,0.33443,-8.02E-05,2.795
-0.68108,0.52955,0.33471,-0.00010732,2.7196
-0.63507,0.52955,0.33507,-0.00014325,2.6454
-0.58987,0.52955,0.33554,-0.00019063,2.5722
-0.54547,0.52955,0.33615,-0.00025296,2.5
-0.50184,0.52955,0.33695,-0.00033485,2.4287
-0.45899,0.52955,0.33799,-0.00044245,2.3581
-0.41689,0.52955,0.33934,-0.00058409,2.2881
-0.37554,0.52955,0.34109,-0.00077142,2.2185
-0.33491,0.52955,0.34336,-0.001021,2.1491
-0.295,0.52955,0.34631,-0.0013581,2.0794
-0.25579,0.52955,0.35019,-0.0018222,2.0093
-0.21727,0.52955,0.35527,-0.0024861,1.9377
-0.17943,0.52955,0.36224,-0.0034918,1.865
-0.14226,0.52955,0.37173,-0.0052029,1.7877
-0.10574,0.52955,0.3863,-0.0087021,1.7081
-0.069865,0.52955,0.4089,-0.017715,1.6117
-0.034622,0.52955,0.4521,-0.047573,1.5071
0,0.52955,0.50701,-0.13058,1.3071
-2,0.53567,1,0,6.3381
-1.9308,0.53567,0.80568,0.17248,5.4415
-1.8627,0.53567,0.62715,0.060025,4.6855
-1.7959,0.53567,0.49646,0.027296,4.61
-1.7303,0.53567,0.45142,0.011373,4.3997
-1.6658,0.53567,0.42187,0.0058272,4.3132
-1.6024,0.53567,0.41099,0.0028375,4.1892
-1.5402,0.53567,0.4034,0.0014932,4.0967
-1.479,0.53567,0.4007,0.00073336,3.9936
-1.419,0.53567,0.39875,0.00037406,3.9004
-1.3599,0.53567,0.39814,0.00017255,3.8049
-1.302,0.53567,0.39768,8.00E-05,3.7133
-1.245,0.53567,0.39758,2.91E-05,3.6221
-1.1891,0.53567,0.3975,6.63E-06,3.533
-1.1341,0.53567,0.39752,-6.45E-06,3.4452
-1.0801,0.53567,0.39754,-1.35E-05,3.359
-1.0271,0.53567,0.39759,-1.98E-05,3.2742
-0.97499,0.53567,0.39764,-2.65E-05,3.1909
-0.9238,0.53567,0.39773,-3.54E-05,3.109
-0.87352,0.53567,0.39783,-4.73E-05,3.0286
-0.82412,0.53567,0.39797,-6.34E-05,2.9494
-0.77559,0.53567,0.39815,-8.51E-05,2.8716
-0.72791,0.53567,0.3984,-0.00011417,2.795
-0.68108,0.53567,0.39871,-0.00015281,2.7196
-0.63507,0.53567,0.39913,-0.00020395,2.6453
-0.58987,0.53567,0.39968,-0.0002714,2.5722
-0.54547,0.53567,0.4004,-0.00036013,2.4999
