x,y,u,v,p
-2,0.5,0.5,0,2.8622
-1.9308,0.5,0,0,2.1421
-1.8627,0.5,0,0,1.5365
-1.7959,0.5,0,0,1.5598
-1.7303,0.5,0,0,1.4645
-1.6658,0.5,0,0,1.4242
-1.6024,0.5,0,0,1.3682
-1.5402,0.5,0,0,1.3236
-1.479,0.5,0,0,1.2777
-1.419,0.5,0,0,1.2356
-1.3599,0.5,0,0,1.1945
-1.302,0.5,0,0,1.1555
-1.245,0.5,0,0,1.1177
-1.1891,0.5,0,0,1.0812
-1.1341,0.5,0,0,1.0458
-1.0801,0.5,0,0,1.0115
-1.0271,0.5,0,0,0.97802
-0.97499,0.5,0,0,0.9454
-0.9238,0.5,0,0,0.91352
-0.87352,0.5,0,0,0.88232
-0.82412,0.5,0,0,0.85175
-0.77559,0.5,0,0,0.82174
-0.72791,0.5,0,0,0.79225
-0.68108,0.5,0,0,0.76324
-0.63507,0.5,0,0,0.73464
-0.58987,0.5,0,0,0.70641
-0.54547,0.5,0,0,0.67848
-0.50184,0.5,0,0,0.6508
-0.45899,0.5,0,0,0.6233
-0.41689,0.5,0,0,0.59589
-0.37554,0.5,0,0,0.56847
-0.33491,0.5,0,0,0.54094
-0.295,0.5,0,0,0.51314
-0.25579,0.5,0,0,0.4849
-0.21727,0.5,0,0,0.456
-0.17943,0.5,0,0,0.42615
-0.14226,0.5,0,0,0.39491
-0.10574,0.5,0,0,0.3617
-0.069865,0.5,0,0,0.32624
-0.034622,0.5,0,0,0.27282
0,0.5,0,0,0.15956
-2,0.50577,1,0,2.8161
-1.9308,0.50577,0.22955,0.037553,2.1226
-1.8627,0.50577,0.14244,0.003913,1.5413
-1.7959,0.50577,0.10067,0.0010468,1.5615
-1.7303,0.50577,0.091695,0.00049693,1.4653
-1.6658,0.50577,0.083558,0.00026758,1.4246
-1.6024,0.50577,0.080065,0.00017999,1.3685
-1.5402,0.50577,0.077112,0.00011948,1.3238
-1.479,0.50577,0.07534,8.95E-05,1.2779
-1.419,0.50577,0.0739,6.69E-05,1.2357
-1.3599,0.50577,0.072871,5.28E-05,1.1946
-1.302,0.50577,0.072044,4.17E-05,1.1555
-1.245,0.50577,0.071408,3.36E-05,1.1177
-1.1891,0.50577,0.070899,2.71E-05,1.0812
-1.1341,0.50577,0.070499,2.18E-05,1.0458
-1.0801,0.50577,0.070182,1.75E-05,1.0115
-1.0271,0.50577,0.069933,1.39E-05,0.97804
-0.97499,0.50577,0.069741,1.08E-05,0.94541
-0.9238,0.50577,0.069597,8.04E-06,0.91353
-0.87352,0.50577,0.069494,5.55E-06,0.88233
-0.82412,0.50577,0.069429,3.19E-06,0.85175
-0.77559,0.50577,0.069398,8.56E-07,0.82174
-0.72791,0.50577,0.069402,-1.57E-06,0.79225
-0.68108,0.50577,0.06944,-4.20E-06,0.76323
-0.63507,0.50577,0.069516,-7.15E-06,0.73463
-0.58987,0.50577,0.069633,-1.06E-05,0.70639
-0.54547,0.50577,0.069796,-1.46E-05,0.67846
-0.50184,0.50577,0.070014,-1.95E-05,0.65077
-0.45899,0.50577,0.070297,-2.54E-05,0.62326
-0.41689,0.50577,0.070656,-3.28E-05,0.59584
-0.37554,0.50577,0.071109,-4.20E-05,0.56841
-0.33491,0.50577,0.071679,-5.36E-05,0.54085
-0.295,0.50577,0.072392,-6.87E-05,0.51303
-0.25579,0.50577,0.073292,-8.86E-05,0.48476
-0.21727,0.50577,0.074434,-0.00011562,0.45581
-0.17943,0.50577,0.075913,-0.00015537,0.42591
-0.14226,0.50577,0.077886,-0.00021868,0.39457
-0.10574,0.50577,0.080671,-0.00036226,0.36116
-0.069865,0.50577,0.085673,-0.00084113,0.32515
-0.034622,0.50577,0.096565,-0.0069937,0.27248
0,0.50577,0.16024,-0.044225,0.1845
-2,0.51161,1,0,2.7225
-1.9308,0.51161,0.41674,0.072478,2.0833
-1.8627,0.51161,0.27559,0.011971,1.5514
-1.7959,0.51161,0.2003,0.0038789,1.5652
-1.7303,0.51161,0.18138,0.001725,1.4671
-1.6658,0.51161,0.16574,0.00099529,1.4257
-1.6024,0.51161,0.15866,0.00063594,1.3691
-1.5402,0.51161,0.1529,0.00043656,1.3242
-1.479,0.51161,0.14937,0.00031892,1.2782
-1.419,0.51161,0.14655,0.00024138,1.2359
-1.3599,0.51161,0.14452,0.00018849,1.1948
-1.302,0.51161,0.14291,0.00014944,1.1557
-1.245,0.51161,0.14166,0.00011987,1.1178
-1.1891,0.51161,0.14067,9.65E-05,1.0813
-1.1341,0.51161,0.13988,7.77E-05,1.0459
-1.0801,0.51161,0.13926,6.23E-05,1.0116
-1.0271,0.51161,0.13878,4.94E-05,0.97809
-0.97499,0.51161,0.1384,3.84E-05,0.94545
-0.9238,0.51161,0.13812,2.87E-05,0.91356
-0.87352,0.51161,0.13792,1.98E-05,0.88235
-0.82412,0.51161,0.13779,1.15E-05,0.85176
-0.77559,0.51161,0.13773,3.22E-06,0.82175
-0.72791,0.51161,0.13774,-5.36E-06,0.79225
-0.68108,0.51161,0.13781,-1.46E-05,0.76322
-0.63507,0.51161,0.13796,-2.51E-05,0.7346
-0.58987,0.51161,0.13818,-3.71E-05,0.70635
-0.54547,0.51161,0.13849,-5.14E-05,0.67841
-0.50184,0.51161,0.13891,-6.85E-05,0.65071
-0.45899,0.51161,0.13946,-8.95E-05,0.62318
-0.41689,0.51161,0.14015,-0.00011538,0.59573
-0.37554,0.51161,0.14103,-0.00014773,0.56827
-0.33491,0.51161,0.14212,-0.00018872,0.54067
-0.295,0.51161,0.1435,-0.00024148,0.5128
-0.25579,0.51161,0.14523,-0.00031126,0.48447
-0.21727,0.51161,0.14743,-0.00040637,0.45543
-0.17943,0.51161,0.15027,-0.00054534,0.42539
-0.14226,0.51161,0.15406,-0.0007664,0.39384
-0.10574,0.51161,0.15939,-0.0012463,0.36004
-0.069865,0.51161,0.16842,-0.0026445,0.32293
-0.034622,0.51161,0.18645,-0.01346,0.27197
0,0.51161,0.2384,-0.055226,0.19507
-2,0.51752,1,0,2.6336
-1.9308,0.51752,0.57071,0.10161,2.0466
-1.8627,0.51752,0.40043,0.023237,1.5616
-1.7959,0.51752,0.29859,0.0085252,1.5688
-1.7303,0.51752,0.2692,0.0037828,1.4688
-1.6658,0.51752,0.24663,0.0022293,1.4268
-1.6024,0.51752,0.23592,0.0014018,1.3698
-1.5402,0.51752,0.22749,0.00097255,1.3247
-1.479,0.51752,0.22224,0.00070386,1.2785
-1.419,0.51752,0.2181,0.00053443,1.2362
-1.3599,0.51752,0.21511,0.00041542,1.195
-1.302,0.51752,0.21274,0.00032951,1.1558
-1.245,0.51752,0.21091,0.00026377,1.1179
-1.1891,0.51752,0.20945,0.00021234,1.0814
-1.1341,0.51752,0.20831,0.00017092,1.046
-1.0801,0.51752,0.2074,0.000137,1.0116
-1.0271,0.51752,0.20669,0.00010863,0.97814
-0.97499,0.51752,0.20614,8.44E-05,0.94549
-0.9238,0.51752,0.20573,6.31E-05,0.91359
-0.87352,0.51752,0.20543,4.38E-05,0.88237
-0.82412,0.51752,0.20524,2.55E-05,0.85178
-0.77559,0.51752,0.20515,7.37E-06,0.82175
-0.72791,0.51752,0.20516,-1.14E-05,0.79224
-0.68108,0.51752,0.20526,-3.16E-05,0.7632
-0.63507,0.51752,0.20547,-5.44E-05,0.73458
-0.58987,0.51752,0.20579,-8.06E-05,0.70632
-0.54547,0.51752,0.20625,-0.00011169,0.67836
-0.50184,0.51752,0.20685,-0.00014908,0.65064
-0.45899,0.51752,0.20764,-0.00019469,0.62309
-0.41689,0.51752,0.20864,-0.00025102,0.59562
-0.37554,0.51752,0.2099,-0.00032136,0.56813
-0.33491,0.51752,0.21149,-0.00041041,0.5405
-0.295,0.51752,0.21347,-0.00052501,0.51257
-0.25579,0.51752,0.21597,-0.00067629,0.48418
-0.21727,0.51752,0.21913,-0.00088252,0.45505
-0.17943,0.51752,0.22322,-0.0011826,0.42488
-0.14226,0.51752,0.22865,-0.0016582,0.39313
-0.10574,0.51752,0.23626,-0.0026435,0.35898
-0.069865,0.51752,0.2485,-0.0052503,0.32098
-0.034622,0.51752,0.2711,-0.019535,0.27188
0,0.51752,0.31393,-0.063372,0.20261
-2,0.5235,1,0,2.5551
-1.9308,0.5235,0.69738,0.12545,2.0152
-1.8627,0.5235,0.51655,0.036581,1.5714
-1.7959,0.5235,0.39482,0.014816,1.5718
-1.7303,0.5235,0.35498,0.0066707,1.4706
-1.6658,0.5235,0.32605,0.0039666,1.4278
-1.6024,0.5235,0.31174,0.0024792,1.3704
-1.5402,0.5235,0.3008,0.0017273,1.3251
-1.479,0.5235,0.29386,0.0012443,1.2788
-1.419,0.5235,0.28847,0.00094545,1.2364
-1.3599,0.5235,0.28455,0.00073292,1.1952
-1.302,0.5235,0.28147,0.00058112,1.156
-1.245,0.5235,0.27908,0.00046454,1.1181
-1.1891,0.5235,0.27719,0.0003738,1.0815
-1.1341,0.5235,0.27571,0.00030071,1.0461
-1.0801,0.5235,0.27453,0.00024099,1.0117
-1.0271,0.5235,0.27361,0.00019107,0.97819
-0.97499,0.5235,0.27289,0.00014848,0.94553
-0.9238,0.5235,0.27236,0.0001111,0.91362
-0.87352,0.5235,0.27197,7.72E-05,0.88239
-0.82412,0.5235,0.27173,4.51E-05,0.85179
-0.77559,0.5235,0.27161,1.34E-05,0.82175
-0.72791,0.5235,0.27161,-1.94E-05,0.79224
-0.68108,0.5235,0.27174,-5.48E-05,0.76319
-0.63507,0.5235,0.27201,-9.45E-05,0.73456
-0.58987,0.5235,0.27242,-0.00014031,0.70629
-0.54547,0.5235,0.273,-0.0001945,0.67832
-0.50184,0.5235,0.27378,-0.0002597,0.65059
-0.45899,0.5235,0.27479,-0.0003392,0.62302
-0.41689,0.5235,0.27607,-0.00043731,0.59553
-0.37554,0.5235,0.27768,-0.00055978,0.56801
-0.33491,0.5235,0.27971,-0.00071468,0.54034
-0.295,0.5235,0.28225,-0.0009139,0.51237
-0.25579,0.5235,0.28544,-0.0011764,0.48393
-0.21727,0.5235,0.28948,-0.001534,0.45472
-0.17943,0.5235,0.29468,-0.002052,0.42445
-0.14226,0.5235,0.30156,-0.002868,0.39254
-0.10574,0.5235,0.31114,-0.0044884,0.35815
-0.069865,0.5235,0.32588,-0.0084521,0.31963
-0.034622,0.5235,0.35114,-0.025228,0.27228
0,0.5235,0.38692,-0.069696,0.2096
-2,0.52955,1,0,2.4839
-1.9308,0.52955,0.80105,0.14464,1.988
-1.8627,0.52955,0.62335,0.050932,1.5811
-1.7959,0.52955,0.4882,0.022439,1.5742
-1.7303,0.52955,0.43852,0.010351,1.4724
-1.6658,0.52955,0.4038,0.0061805,1.4287
-1.6024,0.52955,0.386,0.003859,1.371
-1.5402,0.52955,0.3727,0.0026919,1.3256
-1.479,0.52955,0.36415,0.0019348,1.2791
-1.419,0.52955,0.35758,0.0014693,1.2366
-1.3599,0.52955,0.35279,0.0011369,1.1954
-1.302,0.52955,0.34903,0.00090069,1.1561
-1.245,0.52955,0.34613,0.00071921,1.1182
-1.1891,0.52955,0.34383,0.0005784,1.0816
-1.1341,0.52955,0.34202,0.00046506,1.0461
-1.0801,0.52955,0.34059,0.00037262,1.0117
-1.0271,0.52955,0.33948,0.00029542,0.97823
-0.97499,0.52955,0.33861,0.00022962,0.94556
-0.9238,0.52955,0.33796,0.00017192,0.91364
-0.87352,0.52955,0.33749,0.00011961,0.88241
-0.82412,0.52955,0.33719,7.02E-05,0.8518
-0.77559,0.52955,0.33705,2.15E-05,0.82176
-0.72791,0.52955,0.33705,-2.90E-05,0.79224
-0.68108,0.52955,0.3372,-8.34E-05,0.76318
-0.63507,0.52955,0.33752,-0.00014435,0.73454
-0.58987,0.52955,0.33801,-0.00021472,0.70626
-0.54547,0.52955,0.33871,-0.00029785,0.67828
-0.50184,0.52955,0.33964,-0.0003978,0.65054
-0.45899,0.52955,0.34084,-0.00051963,0.62296
-0.41689,0.52955,0.34238,-0.00066988,0.59544
-0.37554,0.52955,0.34431,-0.00085732,0.5679
-0.33491,0.52955,0.34674,-0.0010942,0.54021
-0.295,0.52955,0.34977,-0.0013985,0.51221
-0.25579,0.52955,0.35358,-0.0017989,0.48371
-0.21727,0.52955,0.3584,-0.0023432,0.45445
-0.17943,0.52955,0.36459,-0.0031277,0.4241
-0.14226,0.52955,0.37274,-0.0043535,0.39206
-0.10574,0.52955,0.38396,-0.0066927,0.35754
-0.069865,0.52955,0.40054,-0.012039,0.31881
-0.034622,0.52955,0.42707,-0.030558,0.27319
0,0.52955,0.45744,-0.074628,0.21654
-2,0.53567,1,0,2.4183
-1.9308,0.53567,0.88509,0.15955,1.9641
-1.8627,0.53567,0.72027,0.06548,1.5908
-1.7959,0.53567,0.57794,0.031077,1.5763
-1.7303,0.53567,0.51956,0.01477,1.4741
-1.6658,0.53567,0.47968,0.0088445,1.4297
-1.6024,0.53567,0.45857,0.0055316,1.3717
-1.5402,0.53567,0.44309,0.0038579,1.326
-1.479,0.53567,0.43301,0.00277,1.2794
-1.419,0.53567,0.42534,0.0021012,1.2369
-1.3599,0.53567,0.41973,0.0016237,1.1955
-1.302,0.53567,0.41535,0.001285,1.1562
-1.245,0.53567,0.41197,0.0010251,1.1183
-1.1891,0.53567,0.4093,0.00082388,1.0817
-1.1341,0.53567,0.4072,0.00066212,1.0462
-1.0801,0.53567,0.40554,0.00053037,1.0118
-1.0271,0.53567,0.40424,0.00042046,0.97827
-0.97499,0.53567,0.40323,0.00032688,0.94559
-0.9238,0.53567,0.40248,0.00024489,0.91367
-0.87352,0.53567,0.40193,0.00017062,0.88243
-0.82412,0.53567,0.40158,0.00010056,0.85181
-0.77559,0.53567,0.40141,3.14E-05,0.82177
-0.72791,0.53567,0.40141,-4.00E-05,0.79224
-0.68108,0.53567,0.40158,-0.00011696,0.76318
-0.63507,0.53567,0.40194,-0.00020317,0.73453
-0.58987,0.53567,0.40251,-0.00030262,0.70624
-0.54547,0.53567,0.40331,-0.00042004,0.67826
